food_type,category,food_group,moisture_level,oil_content,storage_condition,temperature,packaging,time_since_prep_hours,remaining_consumable_hours
chicken_biryani,nonveg,rice,medium,medium,room,31.7,closed,12.1,0.0
naan,veg,bread,low,medium,room,33.6,open,3.2,12.56
gulab_jamun,dairy,sweet,high,medium,room,28.7,closed,10.2,15.79
dal_tadka,veg,curry,high,low,room,27.9,open,8.4,3.35
paneer_butter_masala,dairy,curry,high,medium,fridge,5.9,closed,33.0,3.24
idli,veg,breakfast,medium,low,room,36.4,open,5.2,5.23
milk,dairy,liquid,high,low,room,30.0,open,20.3,0.0
dosa,veg,breakfast,medium,low,room,24.9,open,45.9,0.0
fish_curry,nonveg,curry,high,low,room,33.4,closed,7.7,0.1
plain_rice,veg,rice,medium,low,room,29.3,open,32.6,0.0
milk,dairy,liquid,high,low,fridge,4.2,closed,8.4,44.4
paneer_butter_masala,dairy,curry,high,medium,room,24.3,closed,7.6,1.62
dosa,veg,breakfast,medium,low,room,35.9,open,16.7,0.0
dal_tadka,veg,curry,high,low,room,35.1,open,13.6,0.0
chicken_curry,nonveg,curry,high,medium,room,29.0,open,16.8,0.0
pakora,veg,fried,low,high,room,30.3,closed,44.7,0.0
jeera_rice,veg,rice,medium,low,fridge,7.5,open,10.7,15.67
paratha,veg,bread,low,high,fridge,7.1,closed,30.9,23.97
paneer_butter_masala,dairy,curry,high,medium,room,28.5,closed,19.0,0.0
chicken_curry,nonveg,curry,high,medium,room,33.7,open,46.0,0.0
dosa,veg,breakfast,medium,low,room,27.9,closed,33.1,0.0
dosa,veg,breakfast,medium,low,room,25.4,open,32.3,0.0
idli,veg,breakfast,medium,low,room,35.4,closed,31.1,0.0
naan,veg,bread,low,medium,fridge,2.9,open,34.4,18.44
halwa,veg,sweet,medium,high,fridge,2.8,open,26.7,41.76
dosa,veg,breakfast,medium,low,room,34.5,open,9.4,0.46
paratha,veg,bread,low,high,fridge,4.7,closed,36.4,33.52
plain_rice,veg,rice,medium,low,fridge,3.2,open,40.4,0.0
dosa,veg,breakfast,medium,low,room,26.9,open,16.2,0.0
pakora,veg,fried,low,high,room,26.3,closed,2.4,15.06
pakora,veg,fried,low,high,room,24.4,open,27.8,0.0
dosa,veg,breakfast,medium,low,room,30.4,open,18.6,0.0
dal_tadka,veg,curry,high,low,room,25.3,closed,38.8,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,4.0,open,15.4,34.91
curd,dairy,liquid,high,low,room,29.2,closed,13.7,0.0
pakora,veg,fried,low,high,room,33.5,open,42.3,0.0
paratha,veg,bread,low,high,fridge,6.6,open,27.2,38.18
naan,veg,bread,low,medium,fridge,3.4,open,2.6,37.35
pakora,veg,fried,low,high,fridge,5.2,open,26.5,11.28
fish_curry,nonveg,curry,high,low,fridge,6.3,closed,29.4,0.0
gulab_jamun,dairy,sweet,high,medium,room,25.0,closed,41.5,0.0
chicken_biryani,nonveg,rice,medium,medium,room,30.6,open,4.2,2.55
curd,dairy,liquid,high,low,fridge,4.4,closed,4.4,50.4
dal_tadka,veg,curry,high,low,room,29.8,closed,41.9,0.0
curd,dairy,liquid,high,low,fridge,6.1,closed,11.7,45.14
gulab_jamun,dairy,sweet,high,medium,room,27.6,closed,30.7,0.0
veg_pulao,veg,rice,medium,medium,fridge,6.5,open,32.3,0.45
idli,veg,breakfast,medium,low,room,31.4,closed,33.3,0.0
pakora,veg,fried,low,high,room,33.9,closed,31.5,0.0
halwa,veg,sweet,medium,high,room,36.9,closed,7.5,11.94
gulab_jamun,dairy,sweet,high,medium,fridge,3.6,open,42.7,18.09
pakora,veg,fried,low,high,room,36.4,open,45.2,0.0
idli,veg,breakfast,medium,low,room,33.3,open,13.9,0.0
halwa,veg,sweet,medium,high,fridge,2.6,closed,0.4,77.15
paneer_butter_masala,dairy,curry,high,medium,fridge,8.0,closed,38.6,0.0
idli,veg,breakfast,medium,low,room,26.0,closed,14.3,4.75
chicken_biryani,nonveg,rice,medium,medium,room,37.0,closed,28.7,0.0
paneer_butter_masala,dairy,curry,high,medium,room,27.2,open,9.5,0.32
idli,veg,breakfast,medium,low,room,30.3,open,47.1,0.0
milk,dairy,liquid,high,low,fridge,4.3,open,42.6,0.0
paratha,veg,bread,low,high,room,25.2,open,27.9,0.0
veg_pulao,veg,rice,medium,medium,room,29.3,open,11.4,0.0
paneer_butter_masala,dairy,curry,high,medium,room,36.1,closed,4.3,1.27
naan,veg,bread,low,medium,fridge,5.5,closed,40.5,9.54
naan,veg,bread,low,medium,fridge,6.8,open,10.7,27.12
paratha,veg,bread,low,high,room,27.4,closed,45.3,0.0
milk,dairy,liquid,high,low,fridge,5.8,closed,2.9,47.17
paneer_butter_masala,dairy,curry,high,medium,fridge,6.1,closed,19.6,12.6
paratha,veg,bread,low,high,room,29.2,open,40.9,0.0
chicken_curry,nonveg,curry,high,medium,fridge,5.3,closed,22.4,11.88
veg_pulao,veg,rice,medium,medium,fridge,2.1,closed,7.0,24.47
chicken_biryani,nonveg,rice,medium,medium,fridge,5.5,closed,26.0,2.67
jeera_rice,veg,rice,medium,low,fridge,3.0,closed,14.3,19.16
halwa,veg,sweet,medium,high,room,29.6,closed,10.6,20.81
milk,dairy,liquid,high,low,room,33.3,open,28.3,0.0
paratha,veg,bread,low,high,room,24.7,closed,5.5,22.5
samosa,veg,fried,low,high,fridge,2.8,open,37.8,0.0
chicken_curry,nonveg,curry,high,medium,fridge,4.5,open,2.8,29.16
halwa,veg,sweet,medium,high,room,27.3,closed,29.8,0.78
paratha,veg,bread,low,high,room,33.7,open,9.4,7.01
jeera_rice,veg,rice,medium,low,fridge,4.5,open,2.0,36.83
paneer_butter_masala,dairy,curry,high,medium,room,28.6,open,35.4,0.0
paneer_butter_masala,dairy,curry,high,medium,room,37.8,closed,2.5,3.84
milk,dairy,liquid,high,low,room,24.5,open,13.4,0.0
jeera_rice,veg,rice,medium,low,room,37.1,open,45.9,0.0
samosa,veg,fried,low,high,room,26.5,open,14.9,5.93
plain_rice,veg,rice,medium,low,room,24.8,closed,39.5,0.0
halwa,veg,sweet,medium,high,fridge,4.7,closed,14.7,39.33
gulab_jamun,dairy,sweet,high,medium,fridge,7.8,open,47.7,17.13
roti,veg,bread,low,low,room,33.9,open,28.3,0.0
plain_rice,veg,rice,medium,low,room,32.1,closed,8.8,0.0
roti,veg,bread,low,low,fridge,2.8,open,17.3,45.06
gulab_jamun,dairy,sweet,high,medium,room,27.2,closed,37.7,0.0
roti,veg,bread,low,low,fridge,3.4,closed,31.8,12.25
paneer_butter_masala,dairy,curry,high,medium,room,35.3,open,24.5,0.0
fish_curry,nonveg,curry,high,low,room,31.2,open,2.6,3.38
dal_tadka,veg,curry,high,low,fridge,7.6,open,40.5,0.0
curd,dairy,liquid,high,low,room,28.3,closed,41.0,0.0
samosa,veg,fried,low,high,fridge,7.8,open,33.5,3.44
curd,dairy,liquid,high,low,room,24.9,open,10.9,0.0
naan,veg,bread,low,medium,room,28.0,closed,2.5,18.65
idli,veg,breakfast,medium,low,room,34.7,open,29.2,0.0
milk,dairy,liquid,high,low,fridge,4.1,open,41.9,5.61
paneer_butter_masala,dairy,curry,high,medium,fridge,3.2,closed,11.7,15.26
dal_tadka,veg,curry,high,low,room,26.8,open,1.6,8.63
samosa,veg,fried,low,high,fridge,3.0,closed,16.9,40.6
pakora,veg,fried,low,high,fridge,5.4,closed,26.5,13.08
plain_rice,veg,rice,medium,low,room,26.4,closed,32.3,0.0
chicken_curry,nonveg,curry,high,medium,room,34.6,open,8.0,0.0
curd,dairy,liquid,high,low,fridge,4.4,open,30.3,20.82
chicken_curry,nonveg,curry,high,medium,fridge,7.5,closed,12.3,20.28
idli,veg,breakfast,medium,low,room,34.8,open,13.0,0.0
samosa,veg,fried,low,high,room,35.1,closed,21.7,0.0
dal_tadka,veg,curry,high,low,room,26.1,open,4.1,5.67
samosa,veg,fried,low,high,room,25.7,closed,47.8,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,5.7,open,39.6,0.0
fish_curry,nonveg,curry,high,low,fridge,6.7,closed,39.8,0.0
halwa,veg,sweet,medium,high,fridge,5.4,closed,22.2,60.54
curd,dairy,liquid,high,low,room,30.4,closed,5.6,3.24
milk,dairy,liquid,high,low,room,32.8,open,30.1,0.0
idli,veg,breakfast,medium,low,room,36.7,closed,20.5,0.0
chicken_biryani,nonveg,rice,medium,medium,room,24.6,open,0.4,9.86
dosa,veg,breakfast,medium,low,fridge,5.1,open,5.6,29.1
gulab_jamun,dairy,sweet,high,medium,fridge,4.1,closed,21.4,48.35
roti,veg,bread,low,low,fridge,5.2,closed,10.1,38.55
roti,veg,bread,low,low,fridge,5.1,closed,27.5,41.98
plain_rice,veg,rice,medium,low,room,34.0,open,23.5,0.0
plain_rice,veg,rice,medium,low,room,34.0,closed,18.7,0.0
veg_pulao,veg,rice,medium,medium,fridge,5.3,open,37.9,0.0
curd,dairy,liquid,high,low,room,28.9,open,3.9,4.92
roti,veg,bread,low,low,fridge,2.4,open,25.5,30.54
samosa,veg,fried,low,high,fridge,7.1,closed,21.0,25.8
plain_rice,veg,rice,medium,low,room,25.9,closed,11.8,2.09
samosa,veg,fried,low,high,fridge,2.8,open,29.8,10.48
jeera_rice,veg,rice,medium,low,room,29.1,closed,6.6,9.1
idli,veg,breakfast,medium,low,fridge,5.7,closed,23.0,16.82
veg_pulao,veg,rice,medium,medium,room,31.5,closed,35.0,0.0
plain_rice,veg,rice,medium,low,room,25.9,open,12.1,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,2.5,open,36.4,0.0
milk,dairy,liquid,high,low,room,34.9,closed,33.7,0.0
gulab_jamun,dairy,sweet,high,medium,room,29.7,open,47.9,0.0
dal_tadka,veg,curry,high,low,room,30.8,open,15.6,0.0
idli,veg,breakfast,medium,low,room,26.1,open,12.3,3.22
idli,veg,breakfast,medium,low,room,24.7,closed,37.2,0.0
chicken_biryani,nonveg,rice,medium,medium,room,28.8,open,14.5,0.0
milk,dairy,liquid,high,low,room,32.2,open,16.8,0.0
chicken_biryani,nonveg,rice,medium,medium,room,28.7,closed,24.2,0.0
curd,dairy,liquid,high,low,fridge,2.4,closed,43.6,4.78
halwa,veg,sweet,medium,high,room,37.3,open,45.9,0.0
paratha,veg,bread,low,high,room,29.1,closed,44.6,0.0
naan,veg,bread,low,medium,fridge,2.1,closed,9.9,42.53
halwa,veg,sweet,medium,high,room,36.3,closed,33.7,0.0
dal_tadka,veg,curry,high,low,fridge,2.5,closed,17.4,15.51
dal_tadka,veg,curry,high,low,room,25.8,closed,28.3,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,4.0,closed,33.2,0.0
dosa,veg,breakfast,medium,low,fridge,5.7,closed,30.3,2.24
jeera_rice,veg,rice,medium,low,room,26.0,closed,31.7,0.0
pakora,veg,fried,low,high,fridge,5.5,closed,20.9,16.58
jeera_rice,veg,rice,medium,low,fridge,2.1,open,13.1,26.31
paneer_butter_masala,dairy,curry,high,medium,room,29.0,open,19.4,0.0
milk,dairy,liquid,high,low,fridge,8.0,closed,18.2,22.06
chicken_curry,nonveg,curry,high,medium,room,37.1,closed,19.4,0.0
fish_curry,nonveg,curry,high,low,room,35.7,open,4.0,0.08
veg_pulao,veg,rice,medium,medium,fridge,4.2,closed,12.4,15.68
plain_rice,veg,rice,medium,low,room,27.4,open,45.7,0.0
dosa,veg,breakfast,medium,low,fridge,4.9,open,28.5,0.0
naan,veg,bread,low,medium,room,30.3,open,36.4,0.0
dosa,veg,breakfast,medium,low,fridge,7.9,open,28.0,7.45
dal_tadka,veg,curry,high,low,room,35.6,closed,41.0,0.0
paratha,veg,bread,low,high,room,34.3,closed,23.6,0.0
idli,veg,breakfast,medium,low,room,36.1,open,37.6,0.0
roti,veg,bread,low,low,room,37.8,closed,4.7,15.37
chicken_curry,nonveg,curry,high,medium,room,35.5,closed,42.0,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,8.0,closed,42.2,0.0
roti,veg,bread,low,low,room,37.3,open,12.3,2.04
naan,veg,bread,low,medium,fridge,6.6,closed,35.1,25.34
paneer_butter_masala,dairy,curry,high,medium,room,26.3,closed,16.1,0.0
dal_tadka,veg,curry,high,low,fridge,7.7,open,45.8,0.0
jeera_rice,veg,rice,medium,low,room,24.6,closed,17.5,0.0
paratha,veg,bread,low,high,room,25.8,open,21.0,4.6
curd,dairy,liquid,high,low,room,28.2,open,12.8,0.0
halwa,veg,sweet,medium,high,room,27.8,open,0.5,25.47
paratha,veg,bread,low,high,fridge,3.2,closed,24.8,42.83
chicken_biryani,nonveg,rice,medium,medium,fridge,6.5,closed,19.1,10.1
gulab_jamun,dairy,sweet,high,medium,room,25.9,open,22.1,0.0
roti,veg,bread,low,low,fridge,7.4,open,41.5,11.45
samosa,veg,fried,low,high,fridge,5.1,closed,23.8,14.04
gulab_jamun,dairy,sweet,high,medium,fridge,5.5,closed,29.7,27.66
jeera_rice,veg,rice,medium,low,room,31.5,closed,1.8,10.63
idli,veg,breakfast,medium,low,fridge,4.2,closed,9.9,33.64
paratha,veg,bread,low,high,room,32.3,closed,45.3,0.0
samosa,veg,fried,low,high,fridge,7.1,closed,6.6,42.11
milk,dairy,liquid,high,low,room,31.8,closed,34.1,0.0
milk,dairy,liquid,high,low,fridge,2.4,open,32.5,4.81
veg_pulao,veg,rice,medium,medium,fridge,3.6,closed,0.1,28.76
dal_tadka,veg,curry,high,low,fridge,6.8,open,6.2,27.56
dal_tadka,veg,curry,high,low,room,36.6,open,40.2,0.0
paneer_butter_masala,dairy,curry,high,medium,room,30.5,closed,13.6,0.0
chicken_curry,nonveg,curry,high,medium,fridge,7.9,closed,4.6,20.79
halwa,veg,sweet,medium,high,fridge,7.5,closed,33.3,44.44
dal_tadka,veg,curry,high,low,room,26.6,open,38.9,0.0
chicken_curry,nonveg,curry,high,medium,room,37.6,closed,14.7,0.0
plain_rice,veg,rice,medium,low,room,27.2,open,17.9,0.0
paratha,veg,bread,low,high,room,27.0,open,13.0,10.57
pakora,veg,fried,low,high,fridge,4.0,closed,33.9,1.67
halwa,veg,sweet,medium,high,fridge,5.0,open,2.6,48.24
chicken_biryani,nonveg,rice,medium,medium,fridge,7.3,closed,4.8,26.77
paratha,veg,bread,low,high,room,30.9,open,35.7,0.0
curd,dairy,liquid,high,low,room,26.6,open,6.9,3.4
plain_rice,veg,rice,medium,low,room,37.0,closed,25.8,0.0
pakora,veg,fried,low,high,room,24.4,closed,13.3,0.43
roti,veg,bread,low,low,room,25.8,open,43.9,0.0
dosa,veg,breakfast,medium,low,room,25.1,open,17.1,0.0
jeera_rice,veg,rice,medium,low,fridge,4.5,open,2.4,31.3
curd,dairy,liquid,high,low,fridge,6.7,closed,6.7,62.62
chicken_curry,nonveg,curry,high,medium,fridge,3.3,open,47.8,0.0
veg_pulao,veg,rice,medium,medium,fridge,3.6,closed,24.1,11.69
naan,veg,bread,low,medium,fridge,5.0,open,28.4,4.92
halwa,veg,sweet,medium,high,room,29.7,open,34.5,0.0
samosa,veg,fried,low,high,room,24.6,closed,31.5,0.0
dosa,veg,breakfast,medium,low,fridge,5.2,open,3.9,26.14
curd,dairy,liquid,high,low,fridge,6.7,closed,39.8,16.27
milk,dairy,liquid,high,low,room,36.2,closed,44.1,0.0
naan,veg,bread,low,medium,fridge,7.5,closed,27.4,28.82
naan,veg,bread,low,medium,room,34.1,open,30.3,0.0
chicken_biryani,nonveg,rice,medium,medium,room,26.0,closed,19.8,0.0
samosa,veg,fried,low,high,room,35.6,open,40.4,0.0
roti,veg,bread,low,low,room,35.1,open,35.1,0.0
paratha,veg,bread,low,high,room,30.3,open,37.8,0.0
pakora,veg,fried,low,high,room,28.2,closed,44.7,0.0
pakora,veg,fried,low,high,fridge,7.4,open,12.9,28.07
plain_rice,veg,rice,medium,low,fridge,3.7,open,7.0,33.13
dal_tadka,veg,curry,high,low,room,28.3,closed,3.5,6.97
samosa,veg,fried,low,high,fridge,3.7,closed,30.7,9.9
dal_tadka,veg,curry,high,low,fridge,6.1,open,33.0,0.0
milk,dairy,liquid,high,low,fridge,2.5,closed,35.2,5.46
naan,veg,bread,low,medium,room,31.1,open,12.0,3.42
idli,veg,breakfast,medium,low,fridge,7.0,open,21.9,14.55
plain_rice,veg,rice,medium,low,fridge,7.9,open,43.0,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,7.4,open,0.8,24.76
naan,veg,bread,low,medium,room,27.0,closed,19.2,4.02
roti,veg,bread,low,low,fridge,7.8,open,13.5,27.28
paneer_butter_masala,dairy,curry,high,medium,fridge,5.6,closed,33.0,2.74
naan,veg,bread,low,medium,room,32.8,closed,14.5,4.28
dosa,veg,breakfast,medium,low,room,29.0,closed,3.9,4.8
halwa,veg,sweet,medium,high,fridge,6.2,closed,11.2,52.33
chicken_biryani,nonveg,rice,medium,medium,fridge,4.2,open,27.5,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,6.0,open,37.7,0.0
dal_tadka,veg,curry,high,low,room,37.2,closed,8.5,0.45
chicken_biryani,nonveg,rice,medium,medium,fridge,7.2,open,5.9,20.15
fish_curry,nonveg,curry,high,low,fridge,5.5,closed,40.7,0.0
paratha,veg,bread,low,high,fridge,4.5,open,32.0,17.8
halwa,veg,sweet,medium,high,fridge,5.5,open,3.8,65.27
dal_tadka,veg,curry,high,low,room,29.5,closed,44.4,0.0
roti,veg,bread,low,low,fridge,6.3,open,32.7,16.65
roti,veg,bread,low,low,fridge,4.7,open,18.9,27.94
roti,veg,bread,low,low,room,28.6,closed,15.4,3.64
halwa,veg,sweet,medium,high,fridge,7.1,open,43.5,12.38
halwa,veg,sweet,medium,high,room,38.0,open,20.0,0.0
roti,veg,bread,low,low,fridge,4.1,closed,33.6,23.05
dal_tadka,veg,curry,high,low,room,27.4,open,34.0,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.9,open,19.7,32.71
fish_curry,nonveg,curry,high,low,room,25.2,closed,36.8,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,2.7,open,7.9,22.09
samosa,veg,fried,low,high,room,27.8,open,4.5,14.52
paratha,veg,bread,low,high,room,35.2,closed,47.0,0.0
paratha,veg,bread,low,high,fridge,3.7,open,30.7,25.22
dosa,veg,breakfast,medium,low,room,25.7,closed,14.4,0.0
plain_rice,veg,rice,medium,low,room,30.5,closed,2.4,6.53
samosa,veg,fried,low,high,fridge,7.9,open,42.6,0.0
veg_pulao,veg,rice,medium,medium,room,24.9,open,0.2,8.53
dal_tadka,veg,curry,high,low,fridge,5.1,open,18.1,8.02
chicken_biryani,nonveg,rice,medium,medium,room,36.9,closed,20.7,0.0
roti,veg,bread,low,low,fridge,6.3,closed,8.6,51.78
idli,veg,breakfast,medium,low,room,29.4,open,2.8,12.76
chicken_curry,nonveg,curry,high,medium,room,30.6,closed,25.6,0.0
paneer_butter_masala,dairy,curry,high,medium,room,33.5,open,8.9,0.0
paneer_butter_masala,dairy,curry,high,medium,room,36.7,closed,14.3,0.0
paratha,veg,bread,low,high,fridge,7.1,closed,41.7,7.36
fish_curry,nonveg,curry,high,low,fridge,3.2,closed,29.6,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,5.6,open,6.4,20.3
dal_tadka,veg,curry,high,low,fridge,6.2,open,38.9,0.0
samosa,veg,fried,low,high,room,28.8,closed,0.7,15.85
roti,veg,bread,low,low,fridge,7.2,closed,4.1,66.09
dal_tadka,veg,curry,high,low,room,29.6,open,17.4,0.0
dal_tadka,veg,curry,high,low,room,31.2,open,44.8,0.0
naan,veg,bread,low,medium,room,34.7,open,44.4,0.0
gulab_jamun,dairy,sweet,high,medium,room,26.0,closed,31.5,0.0
idli,veg,breakfast,medium,low,fridge,5.9,open,31.8,4.18
paneer_butter_masala,dairy,curry,high,medium,room,24.0,closed,2.0,8.04
fish_curry,nonveg,curry,high,low,room,27.6,open,46.5,0.0
plain_rice,veg,rice,medium,low,fridge,2.3,closed,5.1,43.63
halwa,veg,sweet,medium,high,room,29.7,open,35.2,0.0
chicken_curry,nonveg,curry,high,medium,fridge,2.1,open,47.4,0.0
halwa,veg,sweet,medium,high,fridge,4.5,open,4.4,63.27
gulab_jamun,dairy,sweet,high,medium,fridge,7.5,open,4.6,42.8
paneer_butter_masala,dairy,curry,high,medium,room,27.2,closed,33.6,0.0
pakora,veg,fried,low,high,fridge,6.9,open,38.3,0.02
milk,dairy,liquid,high,low,fridge,7.6,closed,26.9,29.61
idli,veg,breakfast,medium,low,fridge,2.3,closed,1.0,34.54
pakora,veg,fried,low,high,fridge,5.0,closed,29.0,19.24
chicken_biryani,nonveg,rice,medium,medium,room,35.0,open,19.0,0.0
paratha,veg,bread,low,high,fridge,5.8,closed,11.2,61.71
curd,dairy,liquid,high,low,fridge,7.6,open,44.1,12.89
chicken_biryani,nonveg,rice,medium,medium,fridge,6.4,closed,34.9,6.02
veg_pulao,veg,rice,medium,medium,room,25.5,closed,43.9,0.0
idli,veg,breakfast,medium,low,fridge,3.0,open,12.8,28.18
chicken_curry,nonveg,curry,high,medium,room,36.5,closed,2.9,4.26
idli,veg,breakfast,medium,low,fridge,3.3,open,4.6,28.71
plain_rice,veg,rice,medium,low,fridge,4.4,open,41.5,0.0
dosa,veg,breakfast,medium,low,fridge,6.0,closed,19.2,14.01
dosa,veg,breakfast,medium,low,room,31.0,open,8.3,0.0
dal_tadka,veg,curry,high,low,room,35.3,closed,32.6,0.0
plain_rice,veg,rice,medium,low,fridge,6.7,closed,31.5,15.29
chicken_biryani,nonveg,rice,medium,medium,room,37.3,closed,7.6,1.29
chicken_curry,nonveg,curry,high,medium,room,33.3,open,12.2,0.0
paratha,veg,bread,low,high,room,28.9,open,21.4,0.0
jeera_rice,veg,rice,medium,low,room,33.0,open,10.0,0.0
curd,dairy,liquid,high,low,fridge,4.3,open,10.2,52.24
gulab_jamun,dairy,sweet,high,medium,room,31.1,closed,43.7,0.0
naan,veg,bread,low,medium,fridge,3.9,closed,23.8,26.38
halwa,veg,sweet,medium,high,room,37.8,closed,47.7,0.0
jeera_rice,veg,rice,medium,low,room,24.5,open,36.1,0.0
dosa,veg,breakfast,medium,low,room,27.7,open,3.3,6.85
veg_pulao,veg,rice,medium,medium,fridge,4.2,closed,37.2,2.4
roti,veg,bread,low,low,fridge,3.1,open,14.9,32.59
plain_rice,veg,rice,medium,low,fridge,7.4,open,31.2,10.68
dosa,veg,breakfast,medium,low,fridge,3.1,closed,17.8,12.4
halwa,veg,sweet,medium,high,fridge,3.0,closed,35.9,24.11
fish_curry,nonveg,curry,high,low,fridge,7.9,closed,2.2,24.89
fish_curry,nonveg,curry,high,low,fridge,2.9,open,33.4,0.0
halwa,veg,sweet,medium,high,room,34.7,closed,39.8,0.0
chicken_biryani,nonveg,rice,medium,medium,room,25.6,closed,41.4,0.0
veg_pulao,veg,rice,medium,medium,fridge,2.9,closed,20.1,14.59
gulab_jamun,dairy,sweet,high,medium,fridge,4.4,closed,45.8,12.22
curd,dairy,liquid,high,low,room,30.4,open,15.1,0.0
milk,dairy,liquid,high,low,room,27.1,closed,7.9,0.0
samosa,veg,fried,low,high,fridge,2.7,closed,29.1,6.27
chicken_biryani,nonveg,rice,medium,medium,room,36.9,open,33.4,0.0
dosa,veg,breakfast,medium,low,fridge,7.4,closed,7.2,25.03
paneer_butter_masala,dairy,curry,high,medium,room,33.3,closed,33.2,0.0
halwa,veg,sweet,medium,high,room,29.6,closed,25.2,1.16
chicken_biryani,nonveg,rice,medium,medium,fridge,6.8,closed,8.7,30.3
roti,veg,bread,low,low,room,26.0,open,33.9,0.0
halwa,veg,sweet,medium,high,fridge,3.5,closed,0.8,67.36
pakora,veg,fried,low,high,fridge,6.7,open,23.8,5.16
roti,veg,bread,low,low,fridge,2.8,open,12.7,25.8
dosa,veg,breakfast,medium,low,room,32.5,closed,6.0,2.58
paneer_butter_masala,dairy,curry,high,medium,fridge,5.7,closed,20.5,7.58
veg_pulao,veg,rice,medium,medium,fridge,7.8,open,18.0,12.71
curd,dairy,liquid,high,low,fridge,2.6,open,41.0,1.86
chicken_biryani,nonveg,rice,medium,medium,fridge,6.4,closed,7.7,32.8
samosa,veg,fried,low,high,room,36.6,closed,22.0,0.0
naan,veg,bread,low,medium,fridge,2.1,open,39.2,7.5
halwa,veg,sweet,medium,high,fridge,7.8,closed,19.7,59.31
halwa,veg,sweet,medium,high,fridge,5.8,closed,10.4,57.02
gulab_jamun,dairy,sweet,high,medium,fridge,7.2,open,46.0,20.52
gulab_jamun,dairy,sweet,high,medium,fridge,3.6,closed,3.6,64.09
pakora,veg,fried,low,high,room,28.9,open,30.8,0.0
jeera_rice,veg,rice,medium,low,fridge,7.9,open,16.2,19.35
naan,veg,bread,low,medium,room,30.8,closed,23.1,0.0
milk,dairy,liquid,high,low,room,32.3,closed,44.3,0.0
veg_pulao,veg,rice,medium,medium,room,37.5,closed,19.7,0.0
chicken_biryani,nonveg,rice,medium,medium,room,27.5,closed,22.8,0.0
curd,dairy,liquid,high,low,fridge,5.5,open,14.4,26.54
veg_pulao,veg,rice,medium,medium,room,24.6,open,4.4,6.04
dosa,veg,breakfast,medium,low,fridge,5.1,open,1.8,32.22
chicken_biryani,nonveg,rice,medium,medium,room,32.7,closed,40.4,0.0
paratha,veg,bread,low,high,room,33.1,closed,34.8,0.0
roti,veg,bread,low,low,fridge,6.4,closed,43.7,19.38
chicken_curry,nonveg,curry,high,medium,fridge,2.4,closed,38.6,0.0
chicken_curry,nonveg,curry,high,medium,fridge,2.9,open,42.9,0.0
dosa,veg,breakfast,medium,low,fridge,3.7,closed,29.0,4.97
fish_curry,nonveg,curry,high,low,room,27.6,closed,45.5,0.0
chicken_curry,nonveg,curry,high,medium,room,29.0,closed,27.5,0.0
idli,veg,breakfast,medium,low,room,30.9,open,25.6,0.0
curd,dairy,liquid,high,low,room,27.0,closed,20.9,0.0
milk,dairy,liquid,high,low,fridge,6.5,open,36.4,0.0
plain_rice,veg,rice,medium,low,fridge,3.9,open,27.3,13.1
milk,dairy,liquid,high,low,room,27.2,open,35.3,0.0
dosa,veg,breakfast,medium,low,room,31.7,open,34.4,0.0
plain_rice,veg,rice,medium,low,room,32.3,closed,25.0,0.0
samosa,veg,fried,low,high,fridge,3.0,open,41.2,8.9
paneer_butter_masala,dairy,curry,high,medium,fridge,6.6,closed,6.4,16.03
